# word,quad,pos,reformed
# Reformed by script using Examples/oxford.yaml and Examples/non-oxford.yaml

word,quad,pos,reformed
cater,-,-,cater
cathedral,-,-,cathedral
cattle,-,-,cattle
cause,1,verb,cause
cause,2,noun,cause
caution,1,noun,caution
caution,2,verb,caution
cautious,-,-,cautious
cautiously,-,-,cautiously
cave,1,noun,cave
CD,-,-,CD
cease,1,verb,cease
ceasefire,-,-,ceasefire
ceiling,-,-,celing
celebrate,-,-,celebrate
celebration,-,-,celebration
celebrity,-,-,celebrity
cell,-,-,cell
cellar,-,-,cellar
cellphone,-,-,cellphone
cement,1,noun,cement
cemetery,-,-,cemetery
censor,1,verb,censor
censorship,-,-,censorship
census,-,-,census
cent,-,-,cent
centimetre,-,-,centimetre
central,-,-,central
central,-,noun,central
centre,1,noun,center
centre,2,verb,center
century,-,-,century
ceramics,-,-,ceramics
cereal,-,-,cereal
ceremony,-,-,ceremony
certain,1,adjective,certen
certainly,-,-,certenly
certainty,-,-,certity
certificate,-,-,certificate
cf,-,-,cf
chain,1,noun,chain
chair,1,noun,chair
chair,2,verb,chair
chairman,-,-,chairman
chalk,1,noun,chalk
challenge,1,noun,challenge
challenge,2,verb,challenge
challenging,-,-,challendging
chamber,-,-,chamber
champagne,-,-,champagne
champion,1,noun,champion
champion,2,verb,champion
championship,-,-,championship
chance,1,noun,chance
change,1,verb,change
change,2,noun,change
channel,1,noun,channel
channel,2,verb,channel
chant,1,verb,chant
chant,2,noun,chant
chaos,-,-,khaös
chaotic,-,-,chaotic
chap,-,-,chap
chapel,-,-,chapel
chapter,-,-,chapter
character,-,-,kharacter
characteristic,1,noun,kharacteristic
characteristic,2,adjective,kharacteristic
characterize,-,-,kharacterize
charge,1,noun,charge
charge,2,verb,charge
charisma,-,-,charisma
charismatic,-,-,charismatic
charity,-,-,charity
charm,1,noun,charm
charm,2,verb,charm
charming,-,-,charming
chart,1,noun,chart
chart,2,verb,chart
charter,1,noun,charter
chase,1,verb,chase
chase,2,noun,chase
chat,1,verb,chat
chat,2,noun,chat
cheap,1,adjective,cheap
cheat,1,verb,cheat
cheat,2,noun,cheat
check,1,verb,check
check,2,noun,check
checked,-,-,checked
checklist,-,-,checklist
checkout,-,-,checkout
checkpoint,-,-,checkpoint
cheek,1,noun,cheek
cheer,1,noun,cheer
cheer,2,verb,cheer
cheerful,-,-,cheerful
cheese,-,-,cheese
chef,-,-,cwck
chemical,1,noun,khemmical
chemical,2,adjective,khemmical
chemist,-,-,chemist
chemistry,-,-,khemmistry
cheque,-,-,cheque
cherish,-,-,cherish
cherry,-,-,cherry
chess,-,-,chess
chest,-,-,chest
chew,1,verb,chew
chewing,-,noun,chewing
chick,-,-,chick
chicken,1,noun,chicken
chief,1,adjective,cheef
chief,2,noun,cheef
chiefly,-,-,chiefly
child,-,-,chîld
childcare,-,-,childcare
childhood,-,-,chîldhwd
chill,1,noun,chill
chill,2,verb,chill
chilli,-,-,chilli
chilly,-,-,chilly
chimney,-,-,chimney
chimpanzee,-,-,chimpanzee
chin,-,-,chin
chip,1,noun,chip
chip,2,verb,chip
chocolate,-,-,chocolate
choice,1,noun,choice
choir,-,-,quire
choke,1,verb,choke
cholesterol,-,-,cholesterol
choose,-,-,choose
chop,1,verb,chop
chord,-,-,chord
chore,-,-,chore
chorus,1,noun,chorus
Christmas,-,-,Christmas
chronic,-,-,khronic
chronicle,1,noun,chronicle
chuckle,-,-,chuckle
chunk,-,-,chunk
chunky,-,-,chunky
church,-,-,church
churn,1,verb,churn
cigar,-,-,cigar
cigarette,-,-,ciggaret
cinema,-,-,cinema
circle,1,noun,circle
circle,2,verb,circle
circuit,-,-,cirkit
circular,1,adjective,circular
circulate,-,-,circulate
circulation,-,-,circulation
circumstance,-,-,circumstance
circus,-,-,circus
citation,-,-,citation
cite,-,-,cite
citizen,-,-,cittizen
citizenship,-,-,cittizenship
city,-,-,citty
civic,-,-,civic
civil,-,-,civvil
civilian,-,-,civilian
civilization,-,-,civilization
claim,1,verb,claim
claim,2,noun,claim
clan,-,-,clan
clap,1,verb,clap
clarify,-,-,clarify
clarity,-,-,clarity
clash,1,verb,clash
clash,2,noun,clash
clasp,1,verb,clasp
class,1,noun,class
class,2,verb,class
classic,1,adjective,classic
classic,2,noun,classic
classical,-,-,classical
classification,-,-,classification
classified,-,-,classified
classify,-,-,classify
classmate,-,-,classmate
classroom,-,-,classroom
clause,-,-,clause
claw,1,noun,claw
clay,-,-,clay
clean,1,adjective,clean
clean,2,verb,clean
cleaner,-,-,cleaner
clear,1,adjective,clear
clear,2,verb,clear
clear,3,adverb,clear
clearance,-,-,clearance
clearing,-,-,clearing
clearly,-,-,clearly
clench,-,-,clench
cleric,-,-,cleric
clerk,1,noun,clerk
clever,-,-,clevver
cliché,-,-,cliché
click,1,verb,click
click,2,noun,click
client,-,-,cliënt
cliff,-,-,cliff
climate,-,-,climate
climate,-,noun,climate
climax,1,noun,climax
climb,1,verb,clime
climb,2,noun,clime
climber,-,-,climber
climbing,-,-,climbing
clinch,1,verb,clinch
cling,-,-,cling
clinic,-,-,clinic
clinical,-,-,clinical
clip,1,noun,clip
clip,2,verb,clip
cloak,1,noun,cloak
clock,1,noun,clock
clone,1,noun,clone
clone,2,verb,clone
close,1,verb,close
close,2,adjective,close
close,3,adverb,close
close,4,noun,close
closed,-,-,closed
closely,-,-,closely
closet,1,noun,closet
closing,1,adjective,closing
closure,-,-,closure
cloth,-,-,cloth
clothe,-,-,clothe
clothes,-,-,clothes
clothing,-,-,clothing
cloud,1,noun,cloud
cloudy,-,-,cloudy
clown,1,noun,clown
club,1,noun,club
clue,1,noun,clue
clumsy,-,-,clumsy
cluster,1,noun,cluster
clutch,1,verb,clutch
clutch,2,noun,clutch
c/o,-,-,c/o
coach,1,noun,coach
coach,2,verb,coach
coal,-,-,coal
coalition,-,-,coälition
coarse,-,-,coarse
coast,1,noun,coast
coastline,-,-,coastline
coat,1,noun,coat
cock,1,noun,cock
cocktail,-,-,cocktail
cocoa,-,-,cocoa
code,1,noun,code
code,2,verb,code
coffee,-,-,coffee
coffin,-,-,coffin
cognitive,-,-,cognitive
coherent,-,-,coherent
cohesion,-,-,cohesion
coil,1,verb,coil
coin,1,noun,coin
coincide,-,-,coïncide
coincidence,-,-,coïncidence
cola,-,-,cola
cold,1,adjective,cold
cold,2,noun,cold
collaborate,-,-,collaborate
collaboration,-,-,collaboration
collaborative,-,-,collaborative
collapse,1,verb,collapse
collapse,2,noun,collapse
collar,1,noun,collar
colleague,-,-,colleague
collect,1,verb,collect
collection,-,-,collection
collective,1,adjective,collective
collectively,-,-,collectively
collector,-,-,collector
college,-,-,college
collide,-,-,collide
collision,-,-,collision
colloquial,-,-,colloquial
colon,-,-,colon
colonel,-,-,colonel
colonial,1,adjective,colonial
colony,-,-,colony
colour,1,noun,cullor
colour,2,verb,cullor
coloured,1,adjective,coloured
colourful,-,-,colourful
colouring,-,-,colouring
column,-,-,collumn
columnist,-,-,columnist
comb,1,noun,comb
comb,2,verb,comb
combat,1,noun,combat
combat,2,verb,combat
combination,-,-,combination
combine,1,verb,combine
combined,-,-,combined
come,1,verb,cum
comeback,-,-,comeback
comedian,-,-,comedian
comedy,-,-,commedy
comet,-,-,comet
comfort,1,noun,confort
comfort,2,verb,confort
comfortable,-,-,comfortable
comfortably,-,-,comfortably
comic,1,adjective,comic
comic,2,noun,comic
comma,-,-,comma
command,1,noun,command
command,2,verb,command
commander,-,-,commander
commemorate,-,-,commemorate
commence,-,-,commence
commend,-,-,commend
comment,1,noun,comment
comment,2,verb,comment
commentary,-,-,commentary
commentator,-,-,commentator
commerce,-,-,commerce
commercial,1,adjective,commercial
commercial,2,noun,commercial
commercially,-,-,commercially
commission,1,noun,commission
commission,2,verb,commission
commissioner,-,-,commissionator
commit,-,-,commit
commitment,-,-,commission
committed,-,-,committed
committee,-,-,committee
commodity,-,-,commodity
common,1,adjective,commun
common,2,noun,commun
commonly,-,-,commonly
commonplace,1,adjective,commonplace
common,-,noun,commun
communal,-,-,communal
communicate,-,-,communicate
communication,-,-,communication
communion,-,-,communion
communism,-,-,communism
communist,1,noun,communist
community,-,-,community
commute,1,verb,commute
commuter,-,-,commuter
compact,1,adjective,compact
companion,-,-,companion
company,-,-,company
comparable,-,-,comparable
comparative,1,adjective,comparative
comparatively,-,-,comparatively
compare,1,verb,compare
comparison,-,-,comparation
compartment,-,-,compartment
compass,-,-,compass
compassion,-,-,compassion
compassionate,-,-,compassionate
compatible,1,adjective,compatible
compel,-,-,compel
compelling,-,-,compelling
compensate,-,-,compensate
compensation,-,-,compensation
compete,-,-,compete
competence,-,-,competence
competent,-,-,competent
competition,-,-,competition
competitive,-,-,competitive
competitor,-,-,competitor
compile,-,-,compile
complain,-,-,complain
complaint,-,-,complancture
complement,1,verb,complement
complementary,-,-,complementary
complete,1,adjective,complete
complete,2,verb,complete
completely,-,-,completely
completion,-,-,completion
complex,1,adjective,complex
complex,2,noun,complex
complexity,-,-,complexity
complicate,-,-,complicate
complicated,-,-,complicated
complication,-,-,complication
compliment,1,noun,compliment
compliment,2,verb,compliment
comply,-,-,comply
component,1,noun,component
compose,-,-,compose
composer,-,-,composer
composition,-,-,composition
compound,1,noun,compound
comprehend,-,-,comprehend
comprehension,-,-,comprehension
comprehensive,-,-,comprehensive
comprise,-,-,comprise
compromise,1,noun,compromise
compromise,2,verb,compromise
compulsory,-,-,compulsory
computer,-,-,computator
computing,-,-,computing
conceal,-,-,conceal
concede,-,-,concede
conceited,-,-,conceited
conceivable,-,-,conceivable
conceive,-,-,conceive
concentrate,1,verb,concentrate
concentration,-,-,concentration
concept,-,-,concept
conception,-,-,conception
conceptual,-,-,conceptual
concern,1,noun,concern
concern,2,verb,concern
concerned,-,-,concerned
concerning,-,-,concerning
concert,-,-,concert
concession,-,-,concession
concise,-,-,concise
conclude,-,-,conclude
conclusion,-,-,conclusion
concrete,1,adjective,concrete
concrete,2,noun,concrete
condemn,-,-,condemn
condemnation,-,-,condemnation
condense,-,-,condense
condition,1,noun,condition
conditional,1,adjective,conditional
condom,-,-,condom
condominium,-,-,condominium
conduct,1,verb,conduct
conduct,2,noun,conduct
conductor,-,-,conductor
cone,1,noun,cone
confer,-,-,confer
conference,-,-,conference
confess,-,-,confess
confession,-,-,confession
confide,-,-,confide
confidence,-,-,confidence
confident,-,-,confident
confidential,-,-,confidential
confidentiality,-,-,confidentiality
confine,-,-,confine
confirm,-,-,confirm
confirmation,-,-,confirmation
confiscate,-,-,confiscate
conflict,1,noun,conflict
conflict,2,verb,conflict
conflicting,-,-,conflicting
conform,-,-,conform
confront,-,-,confront
confrontation,-,-,confrontation
confuse,-,-,confuse
confused,-,-,confused
confusing,-,-,confusing
confusion,-,-,confusion
congested,-,-,congested
congestion,-,-,congestion
congratulate,-,-,congratulate
congratulation,-,-,congratulation
congregation,-,-,congregation
conjunction,-,-,conjunction
conjure,-,-,conjure
connect,-,-,connect
connected,-,-,connected
connection,-,-,connexion
connotation,-,-,connotation
conquer,-,-,conquer
conquest,-,-,conquest
conscience,-,-,conscience
conscientious,-,-,conscientious
conscious,-,-,conscious
consciously,-,-,consciously
consciousness,-,-,consciousness
consecutive,-,-,consecutive
consensus,-,-,consensus
consent,1,noun,consent
consent,2,verb,consent
consequence,-,-,consequence
consequent,-,-,consequent
consequently,-,-,consequently
conservation,-,-,conservation
conservative,1,adjective,conservative
conserve,1,verb,conserve
consider,-,-,considder
considerable,-,-,considerable
considerably,-,-,considerably
considerate,-,-,considerate
consideration,-,-,considderation
considering,1,preposition conjunction,considering
consist,-,-,consist
consistency,-,-,consistency
consistent,-,-,consistent
consolation,-,-,consolation
consolidate,-,-,consolidate
consonant,1,noun,consonant
consortium,-,-,consortium
conspicuous,-,-,conspicuous
conspiracy,-,-,conspiracy
conspire,-,-,conspire
constant,1,adjective,constant
constant,2,noun,constant
constantly,-,-,constantly
constituency,-,-,constituency
constituent,1,noun,constituent
constituent,2,adjective,constituent
constitute,-,-,constitute
constitution,-,-,constitution
constitutional,1,adjective,constitutional
constrain,-,-,constrain
constraint,-,-,constraint
construct,1,verb,construct
construction,-,-,construction
constructive,-,-,constructive
construe,-,-,construe
consult,-,-,consult
consultancy,-,-,consultancy
consultant,-,-,consultant
consultation,-,-,consultation
consume,-,-,consume
consumer,-,-,consumptor
consumption,-,-,consumption
contact,1,noun,contact
contact,2,verb,contact
contain,-,-,contain
container,-,-,contentor
contaminate,-,-,contaminate
contemplate,-,-,contemplate
contemporary,1,adjective,contemporary
contemporary,2,noun,contemporary
contempt,-,-,contempt
contend,-,-,contend
contender,-,-,contentor
content,1,noun,content
content,2,adjective,content
contention,-,-,contention
contentious,-,-,contentious
contest,1,noun,contest
contest,2,verb,contest
context,-,-,context
continent,1,noun,continent
continental,-,-,continental
contingency,-,-,contingency
contingent,1,adjective,contingent
continual,-,-,continual
continuation,-,-,continuation
continue,-,-,continnue
continuity,-,-,continuity
continuous,-,-,continnuous
continuum,-,-,continuum
contour,-,-,contour
contract,1,noun,contract
contract,2,verb,contract
contractor,-,-,contractor
contradict,-,-,contradict
contradiction,-,-,contradiction
contradictory,-,-,contradictory
contrary,1,noun,contrary
contrast,1,noun,contrast
contrast,2,verb,contrast
contribute,-,-,contribute
contribution,-,-,contribution
contributor,-,-,contributor
control,1,noun,control
control,2,verb,control
controlled,-,-,controlled
controller,-,-,controller
controversial,-,-,controversial
controversy,-,-,controversy
convene,-,-,convene
convenience,-,-,convenience
convenience,-,noun,convenience
convenient,-,-,convenient
conveniently,-,-,conveniently
convention,-,-,convention
conventional,-,-,conventional
converge,-,-,converge
conversation,-,-,conversation
conversely,-,-,conversely
conversion,-,-,conversion
convert,1,verb,convert
convertible,1,adjective,convertible
convey,-,-,convey
convict,1,verb,convict
conviction,-,-,conviction
convince,-,-,convince
convinced,-,-,convinced
convincing,-,-,convincing
convoy,1,noun,convoy
cook,1,verb,cwck
cook,2,noun,cwck
cookie,-,-,cookie
cooking,1,noun,cwcking
cool,1,adjective,cool
cool,2,verb,cool
cooler,-,-,cooler
cooperate,-,-,coöperate
cooperation,-,-,cooperation
cooperative,1,adjective,cooperative
coordinate,1,verb,coördinate
coordinate,2,noun,coördinate
coordination,-,-,coordination
coordinator,-,-,coordinator
cop,1,noun,cop
cope,1,verb,cope
copper,-,-,copper
copy,1,noun,coppy
copy,2,verb,coppy
copyright,-,-,coppyright
cord,1,noun,cord
core,1,noun,core
corn,-,-,corn
corner,1,noun,corner
corollary,-,-,corollary
coroner,-,-,coroner
corporate,-,-,corporate
corporation,-,-,corporation
corps,-,-,corps
corpse,-,-,corpse
correct,1,adjective,correct
correct,2,verb,correct
correction,-,-,correction
correlate,1,verb,correlate
correlation,-,-,correlation
correspond,-,-,correspond
correspondence,-,-,correspondence
correspondent,-,-,correspondent
corresponding,-,-,corresponding
corridor,-,-,corridor
corrupt,1,adjective,corrupt
corrupt,2,verb,corrupt
corruption,-,-,corruption
cosmetics,-,-,cosmetics
cosmic,-,-,cosmic
cost,1,noun,cost
cost,2,verb,cost
costly,-,-,costly
costume,-,-,costume
cosy,1,adjective,cosy
cottage,-,-,cot
cotton,1,noun,cotton
couch,1,noun,couch
cough,1,verb,cough
cough,2,noun,cough
could,-,verb,could
council,-,-,council
councillor,-,-,councillor
counselling,-,-,counseling
counsellor,-,-,counselor
count,1,verb,count
count,2,noun,count
counter,1,noun,counter
counter,2,verb,counter
counteract,-,-,counteract
counterpart,-,-,counterpart
counterproductive,-,-,counterproductive
countless,-,-,countless
country,1,noun,cuntry
countryside,-,-,cuntry-side
county,-,-,county
coup,-,-,coop
couple,1,noun,cupple
coupon,-,-,coupon
courage,-,-,corage
courageous,-,-,courageous
course,1,noun,corce
coursebook,-,-,coursebook
court,1,noun,coart
courteous,-,-,courteous
courtesy,1,noun,curtesy
courtroom,-,-,courtroom
courtyard,-,-,courtyard
cousin,-,-,cussin
cover,1,verb,cuvver
cover,2,noun,cuvver
coverage,-,-,cuvverage
cow,1,noun,cow
cowboy,-,-,cowboy
co-worker,-,-,co-worker
crab,-,-,crab
crack,1,verb,crack
crack,2,noun,crack
crackle,-,-,crackle
craft,1,noun,craft
craftsman,-,-,craftsman
crafty,-,-,crafty
cram,-,-,cram
cramped,-,-,cramped
crane,1,noun,crane
crash,1,verb,crash
crash,2,noun,crash
crate,1,noun,crate
crater,-,-,crater
crawl,1,verb,crawl
crayon,1,noun,crayon
crazy,1,adjective,crazy
creak,-,-,creak
cream,1,noun,cream
create,-,-,creäte
creation,-,-,creätion
creative,1,adjective,creative
creativity,-,-,creativity
creator,-,-,creätor
creature,-,-,creäture
credentials,-,-,credentials
credibility,-,-,credibility
credible,-,-,credible
credit,1,noun,credit
credit,2,verb,credit
credit,-,noun,credit
creek,-,-,creek
creep,1,verb,creep
creepy,-,-,creepy
crew,1,noun,crew
cricket,-,-,cricket
crime,-,-,crime
criminal,1,adjective,criminal
criminal,2,noun,criminal
cripple,1,verb,cripple
crisis,-,-,crisis
crisp,1,adjective,crisp
criterion,-,-,criterion
critic,-,-,critic
critical,-,-,critical
critically,-,-,critically
criticism,-,-,criticism
criticize,-,-,criticize
critique,1,noun,critic
crocodile,-,-,crocodile
crook,1,noun,crook
crooked,-,-,crooked
crop,1,noun,crop
cross,1,verb,cross
cross,2,noun,cross
cross,3,adjective,cross
crossing,-,-,crossing
crossroads,-,-,crossroads
crosswalk,-,-,crosswalk
crossword,-,-,crossword
crouch,-,-,crouch
crowd,1,noun,crowd
crowd,2,verb,crowd
crowded,-,-,crowded
crown,1,noun,crown
crucial,-,-,crucial
crude,1,adjective,crude
cruel,-,-,cruël
cruelty,-,-,cruelty
cruise,1,noun,cruise
cruise,2,verb,cruise
crumble,1,verb,crumble
crunchy,-,-,crunchy
crusade,1,noun,crusade
crush,1,verb,crush
crust,-,-,crust
cry,1,verb,cry
cry,2,noun,cry
crystal,-,-,crystal
cub,-,-,cub
cube,1,noun,cube
cubic,-,-,cubic
cucumber,-,-,cucumber
cue,1,noun,cue
cuisine,-,-,cuisine
culminate,-,-,culminate
cult,1,noun,cult
cultivate,-,-,cultivate
cultural,-,-,cultural
culturally,-,-,culturally
culture,1,noun,culture
culture,-,noun,culture
cumulative,-,-,cumulative
cunning,1,adjective,cunning
cup,1,noun,cup
cupboard,-,-,cupboard
curator,-,-,curator
curb,1,verb,curb
cure,1,noun,cure
cure,2,verb,cure
curfew,-,-,curfew
curiosity,-,-,curiosity
curious,-,-,curious
curiously,-,-,curiously
curl,1,verb,curl
curl,2,noun,curl
curly,-,-,curly
currant,-,-,currant
currency,-,-,currency
current,1,adjective,current
current,2,noun,current
current,-,noun,current
currently,-,-,currently
curriculum,-,-,curriculum
curry,1,noun,curry
curse,1,verb,curse
curse,2,noun,curse
cursor,-,-,cursor
curtail,-,-,curtail
curtain,1,noun,curten
curve,1,noun,curve
curve,2,verb,curve
curved,-,-,curved
cushion,1,noun,cushion
custard,-,-,custard
custody,-,-,custody
custom,1,noun,custom
customary,-,-,customary
customer,-,-,customer
cut,1,verb,cut
cut,2,noun,cut
cute,-,-,cute
CV,-,-,CV
cycle,1,noun,cycle
cycle,2,verb,cycle
cyclist,-,-,cyclist
cylinder,-,-,cylinder
cynic,-,-,cynic
cynical,-,-,cynical
dad,-,-,dad
daddy,-,-,daddy
daily,1,adjective,daily
daily,2,adverb,daily
dairy,-,-,dairy
dam,1,noun,dam
damage,1,noun,dammage
damage,2,verb,dammage
damaged,-,-,damaged
damaging,-,-,damaging
damp,1,adjective,damp
dance,1,noun,dance
dance,2,verb,dance
dancer,-,-,dancer
danger,-,-,danger
dangerous,-,-,periculous
dangerously,-,-,dangerously
dangle,-,-,dangle
dare,1,verb modal verb,dare
daring,1,adjective,daring
dark,1,adjective,dark
dark,2,noun,dark
darken,-,-,darken
darkness,-,-,darkness
darling,1,noun,darling
dart,1,verb,dart
dart,2,noun,dart
dash,1,verb,dash
dash,2,noun,dash
data,-,-,data
database,-,-,database
date,1,noun,date
date,2,verb,date
dated,-,-,dated
daughter,-,-,daughter
daughter-in-law,-,-,daughter-in-law
daunting,-,-,daunting
dawn,1,noun,dawn
dawn,2,verb,dawn
day,-,-,day
daydream,1,verb,daydream
daylight,-,-,daylight
daytime,-,-,daytime
day-to-day,-,-,day-to-day
dazzle,-,-,dazzle
dead,1,adjective,ded
deadline,-,-,dedline
deadly,1,adjective,dedly
deaf,-,-,deaf
deal,1,noun,deal
deal,2,verb,deal
dealer,-,-,dealer
dealing,-,-,dealing
dear,1,interjection,dear
dear,2,adjective,dear
dear,3,noun,dear
death,-,-,deth
debate,1,noun,debate
debate,2,verb,debate
debit,-,noun,debit
debris,-,-,debris
debt,-,-,det
debut,1,noun,debut
decade,-,-,deccade
decay,1,verb,decay
decay,2,noun,decay
deceased,-,-,deceased
deceive,-,-,deceive
December,-,-,December
decent,-,-,decent
deception,-,-,deception
decide,-,-,decide
decidedly,-,-,decidedly
decision,-,-,decision
decisive,-,-,decisive
deck,1,noun,deck
declaration,-,-,declaration
declare,-,-,declare
decline,1,noun,decline
decline,2,verb,decline
decorate,-,-,decorate
decoration,-,-,decoration
decorative,-,-,decorative
decrease,1,verb,decrease
decrease,2,noun,decrease
